# metadata,value
mode,qcl
fudge_factor,1
cycles,1
cycles_completed,1
integration_time,3
on_start,0.1
on_stop,0.3
off_start,0.6
off_stop,30

Bias_Current,Counts_TL1(0.008),Counts_TL2(0.010),Counts_TL3(0.012),Counts_TL4(0.014),DCounts_TL1(0.008),DCounts_TL2(0.010),DCounts_TL3(0.012),DCounts_TL4(0.014),ClicksOn_TL1(0.008),ClicksOn_TL2(0.010),ClicksOn_TL3(0.012),ClicksOn_TL4(0.014),ClicksOff_TL1(0.008),ClicksOff_TL2(0.010),ClicksOff_TL3(0.012),ClicksOff_TL4(0.014)
0.0029,4450.821995464853,-0.9920634920634922,0.0,0.0,653.3446712018141,0.9920634920634922,0.0,0.0,245.0,0.0,0.0,0.0,4610.0,7.0,0.0,0.0
0.0049,5082.341269841269,20.549886621315192,0.0,0.0,625.9920634920636,0.28344671201814065,0.0,0.0,274.0,1.0,0.0,0.0,4417.0,2.0,0.0,0.0
0.0069,4589.710884353741,20.549886621315192,0.0,0.0,618.6224489795919,0.28344671201814065,0.0,0.0,250.0,1.0,0.0,0.0,4365.0,2.0,0.0,0.0
0.0088,3842.828798185941,-0.4251700680272109,0.0,0.0,636.3378684807257,0.4251700680272109,0.0,0.0,215.0,0.0,0.0,0.0,4490.0,3.0,0.0,0.0
0.0108,4224.773242630385,20.266439909297052,0.0,0.0,608.560090702948,0.5668934240362813,0.0,0.0,232.0,1.0,0.0,0.0,4294.0,4.0,0.0,0.0
0.0127,4614.229024943311,20.408163265306122,0.0,0.0,614.9376417233561,0.4251700680272109,0.0,0.0,251.0,1.0,0.0,0.0,4339.0,3.0,0.0,0.0
0.0147,4158.871882086168,0.0,0.0,0.0,632.7947845804989,0.0,0.0,0.0,230.0,0.0,0.0,0.0,4465.0,0.0,0.0,0.0
0.0167,4515.873015873016,-0.5668934240362813,0.0,0.0,629.9603174603176,0.5668934240362813,0.0,0.0,247.0,0.0,0.0,0.0,4445.0,4.0,0.0,0.0
0.0186,4804.280045351474,-0.7086167800453516,0.0,0.0,633.2199546485261,0.7086167800453516,0.0,0.0,261.0,0.0,0.0,0.0,4468.0,5.0,0.0,0.0
0.0206,4518.5657596371875,-0.7086167800453516,0.0,0.0,627.2675736961452,0.7086167800453516,0.0,0.0,247.0,0.0,0.0,0.0,4426.0,5.0,0.0,0.0
0.0225,4192.176870748299,-0.28344671201814065,0.0,0.0,620.3231292517007,0.28344671201814065,0.0,0.0,231.0,0.0,0.0,0.0,4377.0,2.0,0.0,0.0
0.0245,4734.835600907029,-0.7086167800453516,0.0,0.0,598.497732426304,0.7086167800453516,0.0,0.0,256.0,0.0,0.0,0.0,4223.0,5.0,0.0,0.0
0.0265,4381.235827664399,-0.4251700680272109,0.0,0.0,618.764172335601,0.4251700680272109,0.0,0.0,240.0,0.0,0.0,0.0,4366.0,3.0,0.0,0.0
0.0284,4539.540816326531,-0.5668934240362813,0.0,0.0,627.1258503401361,0.5668934240362813,0.0,0.0,248.0,0.0,0.0,0.0,4425.0,4.0,0.0,0.0
0.0304,4591.695011337868,103.59977324263039,41.666666666666664,0.0,616.6383219954649,0.5668934240362813,0.0,0.0,250.0,5.0,2.0,0.0,4351.0,4.0,0.0,0.0
0.0324,5732.2845804988665,478.17460317460313,83.33333333333333,0.0,621.8820861678005,0.9920634920634922,0.0,0.0,305.0,23.0,4.0,0.0,4388.0,7.0,0.0,0.0
0.0343,7993.339002267574,853.5997732426304,166.66666666666666,41.666666666666664,631.6609977324264,0.5668934240362813,0.0,0.0,414.0,41.0,8.0,2.0,4457.0,4.0,0.0,0.0
0.0363,9956.916099773243,2958.049886621315,541.6666666666666,20.833333333333332,626.4172335600907,0.28344671201814065,0.0,0.0,508.0,142.0,26.0,1.0,4420.0,2.0,0.0,0.0
0.0382,13772.534013605442,5999.716553287982,1812.3582766439908,375.0,623.2993197278912,0.28344671201814065,0.14172335600907032,0.0,691.0,288.0,87.0,18.0,4398.0,2.0,1.0,0.0
0.0402,25765.44784580499,7291.241496598639,2916.383219954648,1041.5249433106576,630.3854875283447,0.4251700680272109,0.28344671201814065,0.14172335600907032,1267.0,350.0,140.0,50.0,4448.0,3.0,2.0,1.0
0.0422,40562.78344671202,15956.916099773242,5791.524943310658,2333.1916099773243,624.7165532879819,1.4172335600907031,0.14172335600907032,0.14172335600907032,1977.0,766.0,278.0,112.0,4408.0,10.0,1.0,1.0
0.0441,55637.18820861678,33437.074829931975,16416.099773242633,4937.5,633.6451247165534,0.4251700680272109,0.5668934240362813,0.0,2701.0,1605.0,788.0,237.0,4471.0,3.0,4.0,0.0
0.0461,74851.4739229025,46331.774376417234,32791.666666666664,13999.85827664399,627.6927437641724,1.5589569160997734,0.0,0.14172335600907032,3623.0,2224.0,1574.0,672.0,4429.0,11.0,0.0,1.0
0.048,99568.45238095238,75623.72448979592,51187.074829931975,23978.458049886623,619.0476190476192,1.2755102040816328,0.4251700680272109,0.7086167800453516,4809.0,3630.0,2457.0,1151.0,4368.0,9.0,3.0,5.0
0.05,128578.37301587302,100248.01587301587,67582.62471655328,39040.249433106575,609.1269841269842,1.9841269841269844,0.7086167800453516,1.4172335600907031,6201.0,4812.0,3244.0,1874.0,4298.0,14.0,5.0,10.0
0.052,156597.64739229024,123102.04081632652,97436.64965986395,64520.124716553284,631.5192743764173,2.1258503401360547,0.8503401360544218,0.7086167800453516,7547.0,5909.0,4677.0,3097.0,4456.0,15.0,6.0,5.0
0.0539,186874.14965986396,156351.47392290249,131186.79138321994,90956.91609977324,646.6836734693878,2.6927437641723357,0.7086167800453516,1.4172335600907031,9001.0,7505.0,6297.0,4366.0,4563.0,19.0,5.0,10.0
0.0559,214955.78231292518,188079.22335600908,161496.8820861678,120706.06575963719,627.5510204081634,4.109977324263039,3.1179138321995468,2.267573696145125,10348.0,9028.0,7752.0,5794.0,4428.0,29.0,22.0,16.0
0.0578,254498.72448979592,223662.8401360544,195435.6575963719,167685.6575963719,626.2755102040817,3.8265306122448983,1.8424036281179141,1.8424036281179141,12246.0,10736.0,9381.0,8049.0,4419.0,27.0,13.0,13.0
0.0598,280536.56462585035,259579.64852607707,237019.27437641722,198060.7993197279,630.1020408163266,3.6848072562358283,1.5589569160997734,1.7006802721088436,13496.0,12460.0,11377.0,9507.0,4446.0,26.0,11.0,12.0
0.0618,314562.5,291683.1065759637,267850.34013605444,237309.2403628118,645.8333333333334,4.393424036281179,3.8265306122448983,3.2596371882086173,15130.0,14001.0,12857.0,11391.0,4557.0,31.0,27.0,23.0
0.0637,342282.1712018141,325766.581632653,305268.1405895691,270245.1814058957,634.4954648526078,4.251700680272109,2.6927437641723357,4.81859410430839,16460.0,15637.0,14653.0,12972.0,4477.0,30.0,19.0,34.0
0.0657,364407.02947845805,350743.4807256236,338557.2562358277,318182.6814058957,655.4705215419502,6.5192743764172345,5.243764172335601,4.81859410430839,17523.0,16836.0,16251.0,15273.0,4625.0,46.0,37.0,34.0
0.0676,384727.6077097506,372722.22222222225,366911.7063492064,345514.88095238095,647.3922902494331,6.9444444444444455,4.960317460317461,5.952380952380953,18498.0,17891.0,17612.0,16585.0,4568.0,49.0,35.0,42.0
0.0696,402864.5124716553,394866.7800453515,388138.4637188208,377783.8718820862,677.154195011338,8.219954648526079,7.3696145124716566,7.794784580498868,19370.0,18954.0,18631.0,18134.0,4778.0,58.0,52.0,55.0
0.0716,420086.45124716556,415862.95351473923,409970.66326530615,405282.4546485261,663.5487528344672,12.046485260770977,8.503401360544219,9.21201814058957,20196.0,19962.0,19679.0,19454.0,4682.0,85.0,60.0,65.0
0.0735,440727.74943310657,431798.3276643991,428693.45238095237,424213.7188208617,668.0839002267575,14.172335600907031,14.880952380952383,15.447845804988663,21187.0,20727.0,20578.0,20363.0,4714.0,100.0,105.0,109.0
0.0755,452433.95691609976,456397.25056689343,447478.0328798186,444873.7244897959,670.2097505668935,19.41609977324263,21.9671201814059,22.10884353741497,21749.0,21908.0,21480.0,21355.0,4729.0,137.0,155.0,156.0
0.0775,478054.98866213154,466755.1020408163,462822.42063492065,454462.8684807256,695.0113378684808,36.56462585034014,31.74603174603175,37.13151927437642,22980.0,22406.0,22217.0,21816.0,4904.0,258.0,224.0,262.0
0.0794,490700.8219954648,479045.35147392284,475896.68367346935,472814.6258503401,715.8446712018141,58.81519274376418,61.64965986394559,60.37414965986395,23588.0,22997.0,22846.0,22698.0,5051.0,415.0,435.0,426.0
0.0814,507099.34807256237,498812.35827664396,492954.50680272107,489915.39115646255,733.9852607709752,104.30839002267575,107.99319727891158,105.44217687074831,24376.0,23948.0,23667.0,23521.0,5179.0,736.0,762.0,744.0
0.0833,522094.95464852604,513036.98979591834,513594.671201814,497020.4081632653,821.7120181405896,171.343537414966,176.1621315192744,167.09183673469389,25100.0,24634.0,24661.0,23865.0,5798.0,1209.0,1243.0,1179.0
0.0853,537802.2959183673,530608.9852607709,527115.0793650793,521460.03401360544,968.5374149659865,307.6814058956916,301.5873015873016,310.7993197278912,25861.0,25484.0,25316.0,25045.0,6834.0,2171.0,2128.0,2193.0
0.0873,553396.8253968253,540402.7777777778,548652.6360544218,535396.8253968253,1207.3412698412699,534.7222222222223,534.8639455782313,519.8412698412699,26621.0,25965.0,26361.0,25724.0,8519.0,3773.0,3774.0,3668.0
0.0892,560260.7709750567,562241.0714285715,556692.3185941044,551103.0328798186,1614.2290249433108,967.2619047619049,953.514739229025,959.467120181406,26970.0,27034.0,26767.0,26499.0,11390.0,6825.0,6728.0,6770.0
0.0912,591286.8480725624,582707.4829931973,585792.0918367347,576229.5918367347,2317.318594104309,1646.683673469388,1603.7414965986397,1603.7414965986397,28493.0,28049.0,28195.0,27736.0,16351.0,11619.0,11316.0,11316.0
0.0931,609741.2131519275,610913.5487528346,602787.4149659864,598354.3083900227,3571.286848072563,2919.7845804988665,2920.9183673469392,2979.024943310658,29439.0,29464.0,29074.0,28864.0,25199.0,20602.0,20610.0,21020.0
0.0951,663129.1099773243,654171.7687074831,650955.6405895691,639587.7267573696,6204.223356009071,5474.064625850341,5648.5260770975065,5849.773242630386,32128.0,31663.0,31517.0,30981.0,43777.0,38625.0,39856.0,41276.0
0.0971,711211.0260770975,714122.4489795918,719942.0351473922,708415.8163265305,15455.640589569162,14127.551020408166,13849.631519274379,13125.850340136056,34880.0,34956.0,35222.0,34634.0,109055.0,99684.0,97723.0,92616.0
0.099,766589.7108843537,742559.0986394559,801467.8287981859,755546.768707483,54056.1224489796,54211.73469387756,55532.17120181407,52182.39795918368,39391.0,38245.0,41136.0,38771.0,381420.0,382518.0,391835.0,368199.0
0.101,852888.4637188208,912639.172335601,891057.8231292516,840261.0544217686,103257.36961451248,102923.32766439911,100588.01020408164,96530.61224489797,45895.0,48747.0,47599.0,44966.0,728584.0,726227.0,709749.0,681120.0
0.1029,1030177.2959183673,1038358.2766439908,1047633.7868480727,1035926.3038548753,153426.87074829935,152225.05668934243,150470.3798185941,146636.19614512473,56813.0,57148.0,57509.0,56763.0,1082580.0,1074100.0,1061719.0,1034665.0
0.1049,1291034.0136054421,1271213.7188208615,1249910.8560090703,1197444.8696145124,207320.15306122453,202348.78117913834,196859.97732426308,189888.4637188209,71921.0,70731.0,69445.0,66592.0,1462851.0,1427773.0,1389044.0,1339853.0
0.1069,1380147.6757369614,1373697.2789115645,1376746.0317460317,1369178.0045351475,252498.15759637192,246552.7210884354,239608.13492063494,228988.6621315193,78367.0,77772.0,77585.0,76712.0,1781627.0,1739676.0,1690675.0,1615744.0
0.1088,1659480.8673469387,1643445.4365079363,1605377.9761904762,1576595.663265306,315164.9659863946,307783.7301587302,291455.35714285716,275133.5034013606,94783.0,93659.0,91048.0,88883.0,2223804.0,2171722.0,2056509.0,1941342.0
0.1078,1556205.6405895692,1513673.894557823,1486790.8163265304,1444072.9875283446,284731.8594104309,276534.43877551024,266042.5170068028,250677.01247165535,88365.0,85930.0,84136.0,81348.0,2009068.0,1951227.0,1877196.0,1768777.0
